Sequence,scientific_name,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size
1061.0,caprimulgus centralasicus,Caprimulgidae,Caprimulgiformes,AVIBASE-0BC7890E,1,1,0,0,1,15.3,7.0,4.7,2.6,15.2,156.0,61.0,95.0,39.1,106.0,57.51,EltonTraits_GenAvg,,NO,,,Shrubland,2,,Carnivore,Invertivore,Aerial,,,,,
1480.0,amazilia amabilis,Trochilidae,Caprimulgiformes,AVIBASE-98B261C6,22,3,14,5,6,21.3,16.4,2.0,1.9,4.3,52.3,32.8,18.3,64.2,29.2,4.3,Dunning,,NO,,,Forest,2,1.0,Herbivore,Nectarivore,Aerial,-3.98,14.18,6.51,-78.67,298612.12
1472.0,amazilia amazilia,Trochilidae,Caprimulgiformes,AVIBASE-62AFA922,5,2,3,0,4,20.7,15.9,2.9,2.0,6.5,61.8,35.2,25.3,58.1,37.6,4.3,Dunning,,NO,,,Shrubland,2,1.0,Herbivore,Nectarivore,Aerial,-15.53,1.08,-6.41,-79.11,169380.82
1493.0,amazilia bartletti,Trochilidae,Caprimulgiformes,AVIBASE-DC2C4D3F,13,2,11,0,3,24.7,19.2,2.9,2.5,4.3,55.3,33.9,21.5,61.2,31.0,4.6,DataFromSplit,,NO,,,Forest,2,1.0,Herbivore,Nectarivore,Aerial,-15.53,-5.41,-11.0,-69.0,1032986.12
1483.0,amazilia beryllina,Trochilidae,Caprimulgiformes,AVIBASE-EDCAC4EA,5,2,3,0,4,21.3,17.4,2.3,2.1,5.7,53.4,32.7,21.1,60.8,31.8,4.5,Dunning,,NO,,,Forest,2,1.0,Herbivore,Nectarivore,Aerial,13.25,30.75,19.81,-99.94,607143.11
1475.0,amazilia brevirostris,Trochilidae,Caprimulgiformes,AVIBASE-90782929,4,2,2,0,4,19.6,15.2,2.1,1.8,5.1,48.8,30.3,18.5,62.2,28.5,4.3,Dunning,,NO,,,Forest,1,1.0,Herbivore,Nectarivore,Aerial,2.71,10.84,6.43,-61.1,584285.4
1477.0,amazilia candida,Trochilidae,Caprimulgiformes,AVIBASE-D6040531,5,3,2,0,4,18.7,13.4,2.3,2.0,5.8,51.8,32.5,19.8,62.1,28.6,3.8,Dunning,,NO,,,Forest,1,1.0,Herbivore,Nectarivore,Aerial,12.3,21.86,17.27,-90.34,429525.06
1469.0,amazilia castaneiventris,Trochilidae,Caprimulgiformes,AVIBASE-73879DB0,8,2,3,3,7,21.9,18.4,1.9,1.6,5.2,52.0,31.4,20.7,60.3,30.2,5.0,Dunning,,NO,,,Forest,1,1.0,Herbivore,Nectarivore,Aerial,6.21,8.06,6.79,-73.09,4916.59
1466.0,amazilia chionogaster,Trochilidae,Caprimulgiformes,AVIBASE-18C03F5D,9,4,5,0,4,25.6,19.9,2.5,2.2,6.2,57.7,35.9,21.4,62.8,32.1,5.04,Dunning,,NO,,,Shrubland,2,1.0,Herbivore,Nectarivore,Aerial,-30.21,-5.21,-16.28,-69.48,488801.52
1506.0,amazilia chrysura,Trochilidae,Caprimulgiformes,AVIBASE-B507381B,4,3,0,1,3,22.8,19.1,2.7,2.0,4.4,51.8,31.8,19.9,61.5,30.8,4.5,Dunning,,NO,,,Forest,2,1.0,Herbivore,Nectarivore,Aerial,-35.91,-12.15,-23.13,-57.87,3128401.38
1507.0,amazilia coeruleogularis,Trochilidae,Caprimulgiformes,AVIBASE-D3D0C21B,5,2,3,0,4,21.5,16.8,2.0,2.0,5.3,47.2,30.0,16.7,64.3,33.6,4.2,Dunning,,NO,,,Shrubland,2,1.0,Herbivore,Nectarivore,Aerial,7.2,11.3,8.78,-77.93,88891.44
1497.0,amazilia cupreicauda,Trochilidae,Caprimulgiformes,AVIBASE-B6547FA5,5,2,3,0,1,19.0,15.4,2.3,2.2,3.5,49.2,31.9,17.4,64.7,27.6,3.74,DataFromSplit,,NO,,,Forest,2,1.0,Herbivore,Nectarivore,Aerial,0.85,7.26,4.73,-63.45,235892.11
1482.0,amazilia cyanocephala,Trochilidae,Caprimulgiformes,AVIBASE-822E745E,5,2,3,0,4,22.8,16.8,2.4,2.2,5.9,60.8,38.3,21.7,63.9,36.6,5.1,Dunning,,NO,,,Forest,1,1.0,Herbivore,Nectarivore,Aerial,12.65,23.77,16.4,-91.3,304040.65
1484.0,amazilia cyanura,Trochilidae,Caprimulgiformes,AVIBASE-33C0BBAE,5,2,3,0,4,21.9,16.4,2.4,1.9,6.8,53.9,33.8,19.6,63.3,30.4,3.9,Dunning,,NO,,,Woodland,2,1.0,Herbivore,Nectarivore,Aerial,9.69,15.94,13.13,-87.74,75350.44
1505.0,amazilia cyanus,Trochilidae,Caprimulgiformes,AVIBASE-8564ACE3,7,1,3,3,4,20.1,14.7,2.1,2.1,4.4,47.8,29.5,18.0,62.1,25.6,3.3,Dunning,,NO,,,Forest,1,1.0,Herbivore,Nectarivore,Aerial,-25.29,11.72,-5.71,-60.14,7031990.78
1481.0,amazilia decora,Trochilidae,Caprimulgiformes,AVIBASE-F3516A3B,14,1,13,0,4,24.8,18.9,2.1,2.6,5.1,52.3,32.6,20.4,61.6,30.8,4.7,Updated_literature,BoW,NO,,,Forest,2,1.0,Herbivore,Nectarivore,Aerial,8.03,9.79,8.9,-83.32,13144.24
1495.0,amazilia edward,Trochilidae,Caprimulgiformes,AVIBASE-A5F5E555,5,0,2,3,2,20.6,16.5,1.8,1.7,4.4,52.1,33.3,18.6,64.2,29.9,4.7,Dunning,,NO,,,Forest,2,1.0,Herbivore,Nectarivore,Aerial,7.21,9.51,8.44,-80.44,42606.22
1504.0,amazilia eliciae,Trochilidae,Caprimulgiformes,AVIBASE-1939B2C8,10,2,8,0,4,18.3,15.2,2.4,2.3,3.3,49.5,31.1,17.1,64.4,27.8,3.6,Dunning,,NO,,,Forest,2,1.0,Herbivore,Nectarivore,Aerial,7.2,18.75,13.09,-86.2,306966.67
1491.0,amazilia fimbriata,Trochilidae,Caprimulgiformes,AVIBASE-91AD1DE4,18,7,7,4,5,22.2,17.6,2.3,2.4,4.5,52.3,32.4,18.4,63.5,30.2,4.9,Dunning,,NO,,,Forest,2,1.0,Herbivore,Nectarivore,Aerial,-29.97,11.53,-6.78,-57.09,10740118.89
1509.0,amazilia goudoti,Trochilidae,Caprimulgiformes,AVIBASE-2BE9465C,5,1,0,4,4,19.6,15.5,2.2,1.6,4.5,49.4,31.0,18.2,63.0,29.8,4.0,Dunning,,NO,,,Shrubland,2,1.0,Herbivore,Nectarivore,Aerial,1.72,12.46,8.43,-73.97,299961.56
1501.0,amazilia grayi,Trochilidae,Caprimulgiformes,AVIBASE-D4920C92,9,1,6,2,4,22.1,18.3,2.6,2.0,5.4,60.5,37.6,22.2,62.9,33.4,5.6,Dunning,,NO,,,Shrubland,2,1.0,Herbivore,Nectarivore,Aerial,0.04,4.81,2.51,-76.96,39557.97
1500.0,amazilia humboldtii,Trochilidae,Caprimulgiformes,AVIBASE-8BF8D468,8,3,5,0,6,21.0,18.4,1.9,1.6,5.6,61.1,37.7,23.0,62.1,34.9,5.6,Dunning,,NO,,,Shrubland,2,1.0,Herbivore,Nectarivore,Aerial,0.79,7.54,3.97,-77.85,21280.25
1503.0,amazilia julie,Trochilidae,Caprimulgiformes,AVIBASE-F730C44E,7,2,4,1,5,16.0,12.1,1.2,1.6,4.1,43.1,13.0,30.0,30.4,26.0,3.3,Dunning,,NO,,,Forest,1,1.0,Herbivore,Nectarivore,Aerial,-4.06,11.31,6.13,-76.33,289656.61
1492.0,amazilia lactea,Trochilidae,Caprimulgiformes,AVIBASE-F22D0759,17,2,13,2,4,20.9,14.6,2.1,1.9,4.6,52.6,31.2,20.0,61.0,29.8,4.6,Dunning,,NO,,,Forest,2,1.0,Herbivore,Nectarivore,Aerial,-26.65,7.3,-16.73,-46.95,1652691.14
1473.0,amazilia leucogaster,Trochilidae,Caprimulgiformes,AVIBASE-FB0419E0,7,0,0,7,4,24.8,22.0,2.8,2.4,3.8,53.3,33.4,19.9,62.6,32.5,4.7,Dunning,,NO,,,Woodland,2,1.0,Herbivore,Nectarivore,Aerial,-19.1,10.27,-0.39,-49.16,322459.95
1508.0,amazilia lilliae,Trochilidae,Caprimulgiformes,AVIBASE-7AADCEC0,4,2,2,0,4,21.2,18.3,1.4,1.5,4.7,47.1,30.2,16.9,64.1,28.8,4.3,EltonTraits_Model,,NO,,,Forest,1,1.0,Herbivore,Nectarivore,Aerial,7.86,11.57,10.23,-75.02,2413.9
1502.0,amazilia oenone,Trochilidae,Caprimulgiformes,AVIBASE-1E1E7878,14,7,7,0,5,24.7,19.8,2.6,2.2,5.2,51.2,32.3,18.7,63.4,30.6,5.04,Dunning,,NO,,,Forest,1,1.0,Herbivore,Nectarivore,Aerial,-17.43,11.3,-4.42,-73.08,1336265.93
1494.0,amazilia rosenbergi,Trochilidae,Caprimulgiformes,AVIBASE-2F2D76A4,5,1,4,0,3,23.9,19.2,2.2,2.0,6.2,52.8,33.6,18.6,64.5,30.0,3.7,Dunning,,NO,,,Forest,1,1.0,Herbivore,Nectarivore,Aerial,0.13,6.81,3.74,-77.49,67269.18
1499.0,amazilia sapphirina,Trochilidae,Caprimulgiformes,AVIBASE-584DC7EF,4,2,2,0,4,20.5,16.1,2.1,2.1,4.7,49.5,31.8,17.7,64.2,29.5,4.4,Dunning,,NO,,,Forest,2,1.0,Herbivore,Nectarivore,Aerial,-28.13,8.41,-4.83,-59.16,3920507.06
1485.0,amazilia saucerottei,Trochilidae,Caprimulgiformes,AVIBASE-3A309CC7,59,8,24,27,4,20.8,16.4,2.7,2.2,4.9,51.7,34.2,18.3,65.1,30.6,4.5,Dunning,,NO,,,Shrubland,2,1.0,Herbivore,Nectarivore,Aerial,0.81,12.81,8.68,-77.04,245059.3
1498.0,amazilia tobaci,Trochilidae,Caprimulgiformes,AVIBASE-8FBB6521,5,0,5,0,4,21.9,16.2,2.3,2.0,6.3,52.0,33.4,18.4,64.6,29.6,4.7,Dunning,,NO,,,Forest,1,1.0,Herbivore,Nectarivore,Aerial,4.75,11.35,8.15,-65.63,434771.48
1474.0,amazilia versicolor,Trochilidae,Caprimulgiformes,AVIBASE-9CAB5D95,14,2,3,9,6,19.1,13.5,1.8,2.0,4.3,48.2,30.5,17.7,63.4,29.0,4.1,Dunning,,NO,,,Forest,1,1.0,Herbivore,Nectarivore,Aerial,-30.18,7.84,-10.93,-54.81,5113618.06
1488.0,amazilia violiceps,Trochilidae,Caprimulgiformes,AVIBASE-824C89C3,5,1,4,0,4,25.9,19.4,2.7,2.2,6.3,60.4,37.2,23.3,61.5,33.2,5.1,Dunning,,NO,,,Shrubland,2,1.0,Herbivore,Nectarivore,Aerial,17.35,32.29,23.83,-105.19,555825.08
1467.0,amazilia viridicauda,Trochilidae,Caprimulgiformes,AVIBASE-8F6E114E,5,1,3,1,4,25.3,19.7,2.4,2.0,5.0,56.4,36.0,19.8,64.5,34.8,6.1,Dunning,,NO,,,Forest,2,1.0,Herbivore,Nectarivore,Aerial,-13.37,-9.27,-11.93,-73.56,28878.13
1489.0,amazilia viridifrons,Trochilidae,Caprimulgiformes,AVIBASE-22EC3A5B,4,0,1,3,4,25.1,21.9,3.3,2.5,4.5,55.2,36.2,19.0,65.6,31.2,6.3,Dunning,,NO,,,Woodland,2,1.0,Herbivore,Nectarivore,Aerial,15.1,17.77,16.65,-95.95,76070.82
1496.0,amazilia viridigaster,Trochilidae,Caprimulgiformes,AVIBASE-2E35624C,4,0,0,4,4,21.8,16.2,2.4,1.8,4.9,52.0,32.4,19.6,62.3,31.0,3.74,Dunning,,NO,,,Forest,2,1.0,Herbivore,Nectarivore,Aerial,2.53,8.4,6.24,-72.5,42935.58
1490.0,amazilia wagneri,Trochilidae,Caprimulgiformes,AVIBASE-2D27A0AA,4,2,2,0,4,22.7,20.3,2.8,2.1,4.6,57.1,36.3,20.8,63.5,32.3,6.3,DataFromSplit,,NO,,,Woodland,2,1.0,Herbivore,Nectarivore,Aerial,15.84,16.78,16.29,-96.1,16762.3
1431.0,aphantochroa cirrochloris,Trochilidae,Caprimulgiformes,AVIBASE-881147F1,11,2,4,5,4,24.9,18.1,2.9,2.9,4.5,66.4,42.8,24.1,63.9,39.8,7.7,Dunning,,NO,,,Forest,1,1.0,Herbivore,Nectarivore,Aerial,-30.64,-6.79,-18.02,-44.18,1438300.99
1569.0,atthis ellioti,Trochilidae,Caprimulgiformes,AVIBASE-A5C2B7FB,4,2,2,0,4,14.8,11.0,1.1,1.2,4.1,34.0,22.6,11.4,66.4,19.0,2.9,Dunning,,NO,,,Forest,2,1.0,Herbivore,Nectarivore,Aerial,13.72,17.41,15.2,-90.13,94985.18
1568.0,atthis heloisa,Trochilidae,Caprimulgiformes,AVIBASE-FDB8FCFF,4,2,2,0,4,14.7,10.9,1.3,1.3,4.1,34.4,22.9,11.5,66.5,21.0,2.2,Dunning,,NO,,,Forest,2,2.0,Herbivore,Nectarivore,Aerial,15.84,27.19,20.61,-101.59,247558.03
1546.0,calliphlox bryantae,Trochilidae,Caprimulgiformes,AVIBASE-B1AABA96,4,2,2,0,4,18.8,14.2,1.3,1.5,4.0,41.6,28.2,13.4,67.7,30.0,3.3,Dunning,,NO,,,Forest,2,1.0,Herbivore,Nectarivore,Aerial,8.41,10.87,9.46,-83.41,9185.28
1547.0,calliphlox mitchellii,Trochilidae,Caprimulgiformes,AVIBASE-A6345E7E,5,2,3,0,4,17.4,13.0,1.5,1.3,3.9,35.7,23.0,12.3,65.1,26.8,3.1,Dunning,,NO,,,Forest,2,1.0,Herbivore,Nectarivore,Aerial,-4.11,7.89,3.0,-77.01,59801.22
1435.0,campylopterus curvipennis,Trochilidae,Caprimulgiformes,AVIBASE-A5502452,6,2,4,0,5,29.2,22.1,2.9,2.6,6.3,63.0,39.7,23.6,62.9,51.2,6.0,Dunning,,NO,,,Forest,1,1.0,Herbivore,Nectarivore,Aerial,14.91,23.53,18.7,-91.63,286183.47
1434.0,campylopterus cuvierii,Trochilidae,Caprimulgiformes,AVIBASE-058A126E,5,0,1,4,4,24.2,18.9,2.8,2.3,6.5,67.9,42.5,25.1,62.9,42.0,8.9,Dunning,,NO,,,Human Modified,2,1.0,Herbivore,Nectarivore,Aerial,7.21,17.0,12.57,-83.64,238479.54
1437.0,campylopterus rufus,Trochilidae,Caprimulgiformes,AVIBASE-BA9F2935,5,2,3,0,3,29.0,22.5,2.5,2.7,6.5,71.0,44.4,26.3,62.8,47.8,7.1,Dunning,,NO,,,Forest,1,1.0,Herbivore,Nectarivore,Aerial,13.31,16.5,14.6,-90.71,31219.99
1404.0,chlorostilbon auriceps,Trochilidae,Caprimulgiformes,AVIBASE-05C96F92,4,2,2,0,4,16.2,11.9,1.4,1.7,3.0,43.2,29.6,13.6,68.6,35.1,2.61,Dunning,,NO,,,Shrubland,2,1.0,Herbivore,Nectarivore,Aerial,15.65,26.21,19.6,-102.22,206600.43
1406.0,chlorostilbon canivetii,Trochilidae,Caprimulgiformes,AVIBASE-FF34508D,14,7,7,0,4,15.4,12.8,1.9,1.8,3.3,46.8,31.0,15.2,67.2,29.2,2.61,Dunning,,NO,,,Forest,2,1.0,Herbivore,Nectarivore,Aerial,9.55,23.75,16.98,-90.58,577326.32
1405.0,chlorostilbon forficatus,Trochilidae,Caprimulgiformes,AVIBASE-3737BCB9,4,2,2,0,4,16.8,12.9,1.6,1.7,4.2,47.2,33.2,14.0,70.3,37.8,2.61,Dunning,,NO,,,Forest,2,1.0,Herbivore,Nectarivore,Aerial,20.26,20.6,20.44,-86.91,488.3
1415.0,chlorostilbon maugaeus,Trochilidae,Caprimulgiformes,AVIBASE-E985A051,4,4,0,0,4,17.4,13.9,1.8,1.8,4.3,46.0,29.4,16.7,63.8,27.8,3.1,Dunning,,NO,,,Forest,1,1.0,Herbivore,Nectarivore,Aerial,17.93,18.52,18.23,-66.48,8774.42
1420.0,chlorostilbon notatus,Trochilidae,Caprimulgiformes,AVIBASE-7849DFD9,7,3,4,0,4,19.4,14.8,1.8,1.9,4.3,48.0,32.1,15.8,67.0,30.0,4.2,Dunning,,NO,,,Forest,3,1.0,Herbivore,Nectarivore,Aerial,-23.01,10.84,-1.6,-59.99,4700543.44
1413.0,chlorostilbon ricordii,Trochilidae,Caprimulgiformes,AVIBASE-1AE81F8C,5,2,3,0,4,19.5,15.7,1.8,1.8,5.2,53.0,35.5,16.5,68.3,45.0,3.2,Dunning,,NO,,,Forest,2,1.0,Herbivore,Nectarivore,Aerial,19.83,26.92,21.85,-78.94,119014.47
1414.0,chlorostilbon swainsonii,Trochilidae,Caprimulgiformes,AVIBASE-DD88EB5A,4,2,2,0,4,20.1,15.6,2.0,1.8,4.6,54.6,35.9,18.7,65.7,39.8,4.3,Dunning,,NO,,,Forest,1,1.0,Herbivore,Nectarivore,Aerial,17.61,19.95,18.91,-71.26,74117.21
1425.0,cyanophaia bicolor,Trochilidae,Caprimulgiformes,AVIBASE-3DBAC388,5,1,3,1,4,19.3,14.7,2.1,1.7,4.7,59.8,38.6,21.6,64.1,37.2,4.5,Dunning,,NO,,,Forest,1,1.0,Herbivore,Nectarivore,Aerial,14.39,15.63,14.96,-61.16,1906.02
1421.0,cynanthus sordidus,Trochilidae,Caprimulgiformes,AVIBASE-F0258298,5,2,3,0,4,23.4,18.7,2.3,1.9,4.3,56.1,36.4,19.0,65.8,32.6,4.0,Dunning,,NO,,,Shrubland,2,1.0,Herbivore,Nectarivore,Aerial,16.1,18.91,17.61,-98.55,96193.75
1450.0,elvira chionura,Trochilidae,Caprimulgiformes,AVIBASE-DE53A419,5,2,3,0,4,17.7,13.7,1.5,1.7,4.4,49.5,33.0,15.7,67.8,28.6,3.0,Dunning,,NO,,,Forest,1,1.0,Herbivore,Nectarivore,Aerial,8.35,9.75,8.92,-82.67,9597.91
1451.0,elvira cupreiceps,Trochilidae,Caprimulgiformes,AVIBASE-8C7E0086,4,2,2,0,4,16.9,12.3,1.5,1.2,4.3,45.9,30.1,15.8,65.7,24.8,3.0,Dunning,,NO,,,Forest,1,1.0,Herbivore,Nectarivore,Aerial,9.84,11.05,10.39,-84.47,5223.26
1512.0,goethalsia bella,Trochilidae,Caprimulgiformes,AVIBASE-1AA6F28B,4,0,4,0,3,20.2,16.1,2.1,2.8,5.1,51.4,33.8,17.8,65.7,33.1,3.4,Dunning,,NO,,,Forest,1,1.0,Herbivore,Nectarivore,Aerial,7.41,8.08,7.76,-77.84,1893.25
1463.0,leucippus baeri,Trochilidae,Caprimulgiformes,AVIBASE-ECDD6FE6,4,1,3,0,3,24.7,18.8,2.2,2.0,5.3,56.7,36.1,20.6,63.7,34.0,4.5,Dunning,,NO,,,Shrubland,2,1.0,Herbivore,Nectarivore,Aerial,-6.61,-3.37,-4.98,-80.52,38502.33
1465.0,leucippus chlorocercus,Trochilidae,Caprimulgiformes,AVIBASE-ACC50DCF,4,2,2,0,4,19.6,14.8,2.4,2.0,5.9,56.1,34.0,22.1,60.7,35.2,4.6,Dunning,,NO,,,Shrubland,1,1.0,Herbivore,Nectarivore,Aerial,-8.65,-0.19,-3.62,-70.16,173795.89
1464.0,leucippus taczanowskii,Trochilidae,Caprimulgiformes,AVIBASE-F09720C2,4,1,2,1,4,27.7,22.1,2.6,2.0,5.8,69.6,44.0,25.6,63.2,40.2,6.4,Dunning,,NO,,,Shrubland,2,1.0,Herbivore,Nectarivore,Aerial,-10.49,-5.02,-7.25,-78.1,86686.52
1455.0,thalurania ridgwayi,Trochilidae,Caprimulgiformes,AVIBASE-E5800BE4,4,1,3,0,4,20.8,17.4,2.8,2.3,4.8,55.8,36.5,19.2,65.5,35.8,3.8,Dunning,,NO,,,Forest,1,1.0,Herbivore,Nectarivore,Aerial,18.93,21.68,20.07,-104.6,14528.86
752.0,alopecoenas beccarii,Columbidae,Columbiformes,AVIBASE-51D9E97E,4,2,2,0,4,15.6,9.1,2.1,2.8,27.5,103.0,30.5,72.5,29.6,55.5,78.73,Dunning,,NO,,,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,-10.22,-0.49,-5.34,141.95,167246.95
754.0,alopecoenas canifrons,Columbidae,Columbiformes,AVIBASE-40866A35,1,0,0,1,1,20.6,9.7,2.8,3.7,30.9,113.0,30.0,83.0,26.5,63.0,135.0,Inferred,,YES,Body Mass,Alopecoenas jobiensis,Forest,1,1.0,Herbivore,Granivore,Terrestrial,6.89,7.73,7.44,134.54,454.47
750.0,alopecoenas erythropterus,Columbidae,Columbiformes,AVIBASE-DD2985FA,4,1,3,0,4,20.7,11.1,3.6,4.3,31.6,140.5,43.2,97.2,30.8,73.5,113.18,Dunning,,NO,,,Woodland,1,1.0,Herbivore,Granivore,Terrestrial,-23.18,-14.91,-19.19,-140.86,47.85
746.0,alopecoenas hoedtii,Columbidae,Columbiformes,AVIBASE-CD21DBC9,3,1,2,0,3,18.8,8.8,3.9,4.8,27.0,148.7,42.7,106.0,28.7,102.3,135.0,Inferred,,YES,Body Mass,Alopecoenas jobiensis,Forest,1,1.0,Herbivore,Frugivore,Terrestrial,-10.37,-7.55,-9.11,125.22,27951.31
747.0,alopecoenas jobiensis,Columbidae,Columbiformes,AVIBASE-424F7705,5,0,5,0,4,18.4,9.6,3.4,4.1,26.9,144.2,49.8,94.5,34.5,86.0,135.0,Dunning,,NO,,,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,-10.85,-1.47,-5.49,142.8,647409.7
753.0,alopecoenas johannae,Columbidae,Columbiformes,AVIBASE-A8329D59,4,2,2,0,4,17.2,8.3,2.7,3.7,26.1,105.4,30.4,74.9,28.9,56.6,78.73,DataFromSplit,,NO,,,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,-11.85,-1.32,-6.0,153.02,71944.46
748.0,alopecoenas kubaryi,Columbidae,Columbiformes,AVIBASE-2E50E5DA,4,2,2,0,4,21.1,11.2,3.4,4.8,32.4,146.0,40.8,105.2,27.8,81.2,162.0,EltonTraits_Model,,NO,,,Forest,1,1.0,Omnivore,Omnivore,Terrestrial,6.79,7.46,6.98,156.95,426.86
751.0,alopecoenas rubescens,Columbidae,Columbiformes,AVIBASE-AA66FD08,5,2,3,0,4,17.2,9.9,2.9,3.8,28.8,120.6,32.0,88.2,26.7,65.8,60.0,Dunning,,NO,,,Shrubland,1,1.0,Herbivore,Granivore,Insessorial,-9.44,-7.9,-8.14,-140.34,9.82
755.0,alopecoenas sanctaecrucis,Columbidae,Columbiformes,AVIBASE-C7C949AE,1,0,0,1,1,20.3,9.8,3.0,3.9,23.5,126.0,35.0,91.0,27.8,65.0,171.0,Inferred,,YES,Body Mass,Alopecoenas stairi,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,-15.62,-10.39,-15.2,166.79,1712.93
756.0,alopecoenas stairi,Columbidae,Columbiformes,AVIBASE-39CA325C,4,2,2,0,4,22.1,12.8,3.4,4.4,31.3,147.5,46.0,101.5,31.2,89.0,171.0,Dunning,,NO,,,Forest,3,1.0,Herbivore,Omnivore,Terrestrial,-21.12,-13.43,-16.96,114.54,21209.69
749.0,alopecoenas xanthonurus,Columbidae,Columbiformes,AVIBASE-41AF6D10,5,2,3,0,4,19.7,11.9,3.8,4.8,29.8,139.2,39.0,98.8,28.4,87.8,110.62,Dunning,,NO,,,Forest,1,1.0,Herbivore,Frugivore,Insessorial,9.44,20.54,14.09,144.56,1130.18
868.0,ducula salvadorii,Columbidae,Columbiformes,AVIBASE-32DCE1CF,4,2,2,0,4,29.4,19.0,8.1,7.2,32.0,248.9,77.8,171.2,31.2,135.3,756.0,DataFromSplit,,NO,,,Forest,2,1.0,Herbivore,Frugivore,Insessorial,-11.66,-9.2,-10.21,151.7,3359.37
890.0,ramphiculus meridionalis,Columbidae,Columbiformes,AVIBASE-E41C677F,4,2,2,0,4,22.0,10.0,4.7,4.9,28.0,166.2,44.9,121.3,27.0,132.7,177.0,DataFromSplit,,NO,,,Forest,2,1.0,Herbivore,Frugivore,Insessorial,-5.45,-5.0,-5.25,119.9,999.88
3475.0,actenoides excelsus,Alcedinidae,Coraciiformes,AVIBASE-53C44102,1,1,0,0,1,49.7,38.0,14.6,17.5,19.2,126.5,22.9,103.6,18.1,90.6,188.0,DataFromSplit,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-9.87,-9.31,-9.69,160.14,1739.96
3473.0,actenoides regalis,Alcedinidae,Coraciiformes,AVIBASE-558D8C00,2,1,1,0,0,48.0,33.2,11.8,13.1,19.4,115.0,25.6,86.1,23.0,96.5,105.0,EltonTraits_Model,,YES,Beak Nares; Beak Width; Beak Depth; Tarsus Length; Kipp's Distance; Secondary1; Hand-Wing Index,Actenoides princeps,Forest,1,1.0,Carnivore,Invertivore,Insessorial,-4.48,-1.92,-3.11,121.53,19210.35
3522.0,clytoceyx rex,Alcedinidae,Coraciiformes,AVIBASE-CCA68E33,4,3,1,0,4,48.9,32.0,26.0,27.8,25.5,165.5,32.8,132.8,19.8,120.8,242.0,Dunning,,NO,,,Forest,1,1.0,Carnivore,Invertivore,Terrestrial,-10.73,-0.81,-5.21,141.17,340625.85
4019.0,caracara cheriway,Falconidae,Falconiformes,AVIBASE-ABF6C3C4,6,2,2,2,4,48.3,31.1,14.0,23.0,94.8,386.0,164.8,224.2,42.4,207.3,1078.62,Dunning,,NO,,,Shrubland,2,1.0,Omnivore,Omnivore,Terrestrial,-8.14,32.57,12.42,-79.66,4169053.29
4036.0,polihierax insignis,Falconidae,Falconiformes,AVIBASE-6C137D3A,5,2,3,0,4,18.5,11.2,8.6,11.3,35.6,142.0,45.2,97.2,31.8,117.8,96.99,Dunning,,NO,,,Woodland,2,1.0,Carnivore,Vertivore,Generalist,10.47,22.11,15.98,100.99,532936.57
206.0,arborophila charltonii,Phasianidae,Galliformes,AVIBASE-E9C99FD7,5,2,3,0,4,22.3,12.2,5.4,6.5,39.2,158.6,40.6,118.1,25.6,61.2,269.25,Dunning,,NO,,,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,-5.21,11.67,5.4,100.76,111853.87
204.0,arborophila chloropus,Phasianidae,Galliformes,AVIBASE-139AE3CD,4,2,2,0,4,20.9,9.1,5.4,6.2,38.4,146.0,46.4,99.6,31.8,65.2,250.0,Dunning,,NO,,,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,10.0,22.95,16.05,103.01,707868.12
207.0,arborophila graydoni,Phasianidae,Galliformes,AVIBASE-5DE04CDE,5,2,3,0,5,20.9,11.7,5.7,6.3,42.9,160.4,46.1,114.3,28.8,57.7,269.25,DataFromSplit,,NO,,,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,4.68,5.73,5.18,117.37,8807.33
205.0,arborophila tonkinensis,Phasianidae,Galliformes,AVIBASE-C14B276F,6,2,4,0,5,20.4,9.1,4.8,6.4,39.2,145.6,43.4,102.2,29.8,56.6,269.25,DataFromSplit,,NO,,,Forest,1,1.0,Herbivore,Omnivore,Terrestrial,19.13,21.82,20.51,105.02,21966.56
353.0,bonasa bonasia,Phasianidae,Galliformes,AVIBASE-B8CA2EEB,9,4,5,0,4,21.7,11.2,9.0,9.1,35.1,169.4,55.8,113.7,33.0,117.8,429.0,Dunning,,NO,,,Woodland,1,1.0,Herbivore,Herbivore terrestrial,Generalist,38.72,69.38,58.0,86.67,15669355.23
